Год,Мсц (цифрой),Дата,Сумма,Контрагент,Назначение платежа,Статья,Платеж/поступл
2024,1,17.01.2024,"-64 982,40",[counterparty_hash:a079b1ede6],,Погашение овердрафта,Выбытие
2024,1,17.01.2024,"66 764,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,1,17.01.2024,"-490,00",[counterparty_hash:a079b1ede6],,Овердрафт,Выбытие
2024,1,17.01.2024,"-290,00",[counterparty_hash:a079b1ede6],,Овердрафт,Выбытие
2024,1,17.01.2024,"-1 001,60",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,1,17.01.2024,"-17,98",[counterparty_hash:2a84eb0be0],,Содержание торговых точек,Выбытие
2024,1,17.01.2024,"-5 783,38",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,1,17.01.2024,"-11 000,00",,,Выбытие — Перевод между счетами,
2024,1,17.01.2024,"-1 050,00",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,1,17.01.2024,"-9 580,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,1,17.01.2024,"10 200,50",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,1,17.01.2024,"11 000,00",,,Поступление — Перевод между счетами,
2024,1,18.01.2024,"-200,00",[counterparty_hash:7518be4ba8],,Транспортные услуги,Выбытие
2024,1,18.01.2024,"18 366,89",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,1,18.01.2024,"-23,72",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,1,19.01.2024,"4 000,00",,,Поступление — Перевод между счетами,
2024,1,19.01.2024,"-15 000,00",[counterparty_hash:856bc7fd96],,Содержание торговых точек,Выбытие
2024,1,18.01.2024,"312 379,21",[counterparty_hash:a079b1ede6],,Получение овердрафта,Поступление
2024,1,18.01.2024,"-60 250,45",[counterparty_hash:a079b1ede6],,Погашение овердрафта,Выбытие
2024,1,18.01.2024,"61 361,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,1,18.01.2024,"-190,00",[counterparty_hash:a079b1ede6],,Овердрафт,Выбытие
2024,1,18.01.2024,"-920,55",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,1,18.01.2024,"-3 613,00",[counterparty_hash:9a7ac913a7],,Аренда торговых точек,Выбытие
2024,1,18.01.2024,"-74 686,64",[counterparty_hash:81088c4e1c],,Оплата поставщикам ,Выбытие
2024,1,18.01.2024,"-490,88",[counterparty_hash:81088c4e1c],,Оплата поставщикам ,Выбытие
2024,1,18.01.2024,"-17 010,00",[counterparty_hash:81088c4e1c],,Оплата поставщикам ,Выбытие
2024,1,18.01.2024,"-130 515,00",[counterparty_hash:01761130fc],,Оплата поставщикам ,Выбытие
2024,1,18.01.2024,"-32 073,50",[counterparty_hash:55d2a5f343],,Оплата поставщикам ,Выбытие
2024,1,18.01.2024,"-18 483,00",[counterparty_hash:4b0e39f45b],,Оплата поставщикам ,Выбытие
2024,1,18.01.2024,"-17 208,87",[counterparty_hash:acffbdf399],,Оплата поставщикам ,Выбытие
2024,1,18.01.2024,"-12 885,00",[counterparty_hash:e1cb4e2da2],,Оплаты систем автоматизации,Выбытие
2024,1,18.01.2024,"2 109,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,1,18.01.2024,"-2 042,00",[counterparty_hash:2a84eb0be0],,Содержание торговых точек,Выбытие
2024,1,18.01.2024,"-1 434,85",[counterparty_hash:2a84eb0be0],,Расходы на питание персонала,Выбытие
2024,1,18.01.2024,"-4 045,47",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,1,18.01.2024,"-500,00",[counterparty_hash:7518be4ba8],[private_purpose_hash:a6dd68d370],Содержание торговых точек,Выбытие
2024,1,18.01.2024,"-8 020,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,1,18.01.2024,"12 484,50",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,1,19.01.2024,"20 863,29",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,1,19.01.2024,"-45,28",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,1,20.01.2024,"30 024,41",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,1,20.01.2024,"-35,53",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,1,21.01.2024,"39 618,87",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,1,21.01.2024,"-22,52",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,1,19.01.2024,"41 931,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,1,19.01.2024,"-8,44",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,1,19.01.2024,"-590,00",[counterparty_hash:a079b1ede6],,Овердрафт,Выбытие
2024,1,19.01.2024,"-629,04",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,1,19.01.2024,"-1 789,00",[counterparty_hash:10ad09b2bf],,Оплата поставщикам ,Выбытие
2024,1,20.01.2024,"-1 299,00",[counterparty_hash:335b2a2e9a],,Возвраты клиентам,Выбытие
2024,1,20.01.2024,"106 317,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,1,20.01.2024,"-590,00",[counterparty_hash:a079b1ede6],,Овердрафт,Выбытие
2024,1,20.01.2024,"-1 594,97",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,1,20.01.2024,"5 207,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,1,20.01.2024,"1 250,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,1,20.01.2024,"-20,83",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,1,20.01.2024,"-2,40",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,1,20.01.2024,"1 224,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,1,20.01.2024,"-2,60",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,1,19.01.2024,"-40 703,52",[counterparty_hash:a079b1ede6],,Погашение овердрафта,Выбытие
2024,1,19.01.2024,"1 789,00",[counterparty_hash:a079b1ede6],,Получение овердрафта,Поступление
2024,1,20.01.2024,"-4 761,20",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,1,20.01.2024,"-1 897,01",[counterparty_hash:2a84eb0be0],,Расходы на питание персонала,Выбытие
2024,1,20.01.2024,"-15,98",[counterparty_hash:2a84eb0be0],,Содержание торговых точек,Выбытие
2024,1,20.01.2024,"-1 297,90",[counterparty_hash:2a84eb0be0],[private_purpose_hash:cf09391bd8],Оплата поставщикам ,Выбытие
2024,1,21.01.2024,"131 208,80",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,1,21.01.2024,"-4,90",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,1,21.01.2024,"-590,00",[counterparty_hash:a079b1ede6],,Овердрафт,Выбытие
2024,1,21.01.2024,"-1 968,37",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,1,21.01.2024,"495,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,1,19.01.2024,"-1 350,00",[counterparty_hash:e0e7137bcf],,Транспортные услуги,Выбытие
2024,1,19.01.2024,"-14 940,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,1,19.01.2024,"30 653,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,1,19.01.2024,"-4 000,00",,,Выбытие — Перевод между счетами,
2024,1,19.01.2024,"-2 383,00",[counterparty_hash:64b5ca4d90],,Оплата поставщикам ,Выбытие
2024,1,20.01.2024,"34 690,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,1,20.01.2024,"-125,00",[counterparty_hash:2a84eb0be0],,Расходы на питание персонала,Выбытие
2024,1,20.01.2024,"-8 763,00",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,1,20.01.2024,"-18 000,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,1,21.01.2024,"-350,00",[counterparty_hash:2a84eb0be0],,Содержание торговых точек,Выбытие
2024,1,21.01.2024,"-12 000,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,1,21.01.2024,"26 265,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,1,22.01.2024,"14 978,58",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,1,22.01.2024,"-99,00",[counterparty_hash:a079b1ede6],,РКО,Выбытие
2024,1,22.01.2024,"-159 000,00",,,Выбытие — Перевод между счетами,
2024,1,22.01.2024,"-13,16",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,1,16.01.2024,"-40,85",[counterparty_hash:a079b1ede6],,РКО,Выбытие
2024,1,16.01.2024,"-45 000,00",[counterparty_hash:a079b1ede6],,Оплаты по кредитам и займам,Выбытие
2024,1,16.01.2024,"-50 000,00",[counterparty_hash:9d002889b3],,Дивиденды,Выбытие
2024,1,16.01.2024,"-50 000,00",[counterparty_hash:913fe52b19],,Дивиденды,Выбытие
2024,1,16.01.2024,"-135 000,00",,,Выбытие — Перевод между счетами,
2024,1,16.01.2024,"500,00",,,Поступление — Перевод между счетами,
2024,1,16.01.2024,"280 000,00",,,Поступление — Перевод между счетами,
2024,1,22.01.2024,"-705,00",[counterparty_hash:a079b1ede6],,РКО,Выбытие
2024,1,22.01.2024,"-102 833,03",[counterparty_hash:a079b1ede6],,Погашение овердрафта,Выбытие
2024,1,22.01.2024,"-5 207,00",[counterparty_hash:a079b1ede6],,Погашение овердрафта,Выбытие
2024,1,22.01.2024,"-579,17",[counterparty_hash:a079b1ede6],,Погашение овердрафта,Выбытие
2024,1,22.01.2024,"-647,60",[counterparty_hash:a079b1ede6],,Погашение овердрафта,Выбытие
2024,1,22.01.2024,"-128 645,53",[counterparty_hash:a079b1ede6],,Погашение овердрафта,Выбытие
2024,1,22.01.2024,"-495,00",[counterparty_hash:a079b1ede6],,Погашение овердрафта,Выбытие
2024,1,22.01.2024,"-73 355,76",[counterparty_hash:a079b1ede6],,Погашение овердрафта,Выбытие
2024,1,22.01.2024,"6 750,69",[counterparty_hash:a079b1ede6],,Получение овердрафта,Поступление
2024,1,22.01.2024,"-1 229,75",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,1,22.01.2024,"81 970,45",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,1,22.01.2024,"-1,98",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,1,22.01.2024,"-190,00",[counterparty_hash:a079b1ede6],,Овердрафт,Выбытие
2024,1,22.01.2024,"159 000,00",,,Поступление — Перевод между счетами,
2024,1,22.01.2024,"-6 000,00",[counterparty_hash:3b5286b1f7],,Комиссия агрегатору,Выбытие
2024,1,22.01.2024,"-598,00",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
